,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,y,id,outliers
26242,43,8,0,5,0,0,0,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.021,1,27107,1
23261,31,0,1,0,0,0,0,0,4,3,2,999,0,0,1.4,93.444,-36.1,4.962,1,23529,1
24323,43,10,1,4,0,1,1,0,8,0,3,999,0,0,-0.1,93.2,-42.0,4.191,1,24729,1
10559,37,2,1,0,0,1,0,1,5,2,2,999,0,0,1.4,94.465,-41.8,4.961,1,10716,1
24031,31,3,1,4,0,0,1,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24348,1
8631,36,3,1,3,0,0,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,8755,1
7253,35,3,2,4,0,0,1,1,3,4,6,999,0,0,1.1,93.994,-36.4,4.864,1,7361,1
11979,36,3,1,4,0,0,0,1,2,2,7,999,0,0,1.4,93.918,-42.7,4.955,1,12158,1
3287,48,8,1,0,0,1,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,1,3355,1
27291,30,1,0,0,0,1,0,0,1,3,1,999,0,0,-1.8,93.075,-47.1,1.435,0,28404,1
33034,32,0,1,0,0,0,0,0,5,2,1,4,1,1,-2.9,92.963,-40.8,1.262,0,36391,1
3902,36,8,1,4,0,1,0,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,3977,1
25381,33,2,1,0,0,0,0,1,8,1,2,999,0,0,-0.1,93.2,-42.0,4.12,1,26076,1
16099,47,3,0,3,0,1,0,0,2,2,10,999,0,0,1.4,93.918,-42.7,4.961,1,16308,1
15030,25,3,1,2,0,1,0,0,2,3,3,999,0,0,1.4,93.918,-42.7,4.958,1,15234,1
30827,53,2,0,1,0,0,0,1,3,2,2,999,0,0,-1.8,92.893,-46.2,1.291,1,33345,1
2045,44,3,1,1,0,1,0,1,3,0,3,999,0,0,1.1,93.994,-36.4,4.857,1,2089,1
1683,46,4,1,1,0,0,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.855,1,1719,1
32575,81,7,2,1,0,1,1,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.259,0,35833,1
1622,31,3,1,3,0,0,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.855,1,1658,1
17022,46,2,2,0,0,0,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.962,1,17239,1
32711,31,0,1,0,0,1,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.266,0,36006,1
10646,43,4,1,5,0,0,0,1,5,1,5,999,0,0,1.4,94.465,-41.8,4.962,1,10804,1
109,55,3,1,4,0,1,0,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.857,1,113,1
26783,34,2,0,1,0,1,0,0,6,4,1,999,0,0,-1.8,92.843,-50.0,1.726,0,27765,1
1062,40,2,1,1,0,1,0,1,3,1,8,999,0,0,1.1,93.994,-36.4,4.856,1,1094,1
33996,70,7,1,1,0,1,0,0,4,4,4,999,0,0,-2.9,92.201,-31.4,0.8690000000000001,0,37570,1
1491,29,3,0,5,0,1,1,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.855,1,1525,1
20107,58,7,1,0,0,0,1,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.966,1,20352,1
6245,40,2,1,1,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,6342,1
22733,38,2,1,0,0,1,0,0,4,0,6,999,0,0,1.4,93.444,-36.1,4.965,0,22997,1
31507,30,2,1,1,0,1,0,0,3,3,1,999,0,0,-1.8,92.893,-46.2,1.266,1,34356,1
5593,38,0,0,0,0,0,0,1,3,0,6,999,0,0,1.1,93.994,-36.4,4.857,1,5688,1
29006,34,0,1,0,0,1,1,1,3,0,3,999,0,0,-1.8,92.893,-46.2,1.354,1,30641,1
11026,42,4,1,3,0,1,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.961,1,11190,1
6965,26,0,1,5,0,1,0,1,3,3,3,999,0,0,1.1,93.994,-36.4,4.86,1,7069,1
13122,37,3,1,2,0,0,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.962,1,13317,1
18705,39,0,1,0,0,0,0,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.97,1,18941,1
1044,60,4,1,3,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.856,1,1076,1
34457,49,2,2,5,0,1,0,0,0,3,1,4,1,1,-3.4,92.431,-26.9,0.754,1,38165,1
33432,25,0,1,0,0,1,0,1,5,2,1,999,0,0,-2.9,92.963,-40.8,1.252,1,36861,1
36357,42,0,0,5,0,0,0,0,7,1,1,14,1,1,-1.1,94.199,-37.5,0.88,0,40652,1
32315,41,8,1,5,0,0,0,0,3,0,1,999,0,0,-1.8,92.893,-46.2,1.244,1,35514,1
29117,30,2,0,0,0,0,1,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.344,1,30795,1
31763,26,3,1,1,0,1,0,0,3,3,2,999,0,0,-1.8,92.893,-46.2,1.266,1,34720,1
22795,42,8,1,0,0,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.965,1,23060,1
6467,27,3,1,4,0,0,1,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.857,1,6566,1
16775,49,8,1,5,0,0,0,1,2,3,2,999,0,0,1.4,93.918,-42.7,4.962,1,16990,1
22973,46,9,1,3,0,0,0,0,4,2,4,999,0,0,1.4,93.444,-36.1,4.965,1,23240,1
24965,43,3,1,4,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,1,25558,1
1309,43,4,1,5,0,0,0,1,3,3,3,999,0,0,1.1,93.994,-36.4,4.855,1,1342,1
29470,39,10,1,5,0,0,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.334,1,31314,1
261,27,3,0,2,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,265,1
24477,36,3,1,4,0,0,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,24922,1
17704,37,0,0,5,0,1,0,0,2,2,2,999,0,0,1.4,93.918,-42.7,4.961,1,17935,1
3920,44,2,1,2,0,1,1,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,3995,1
8288,31,3,1,4,0,1,0,1,5,2,3,999,0,0,1.4,94.465,-41.8,4.864,1,8409,1
13183,29,4,0,5,0,1,0,1,2,1,1,999,0,0,1.4,93.918,-42.7,4.962,1,13378,1
28288,34,0,0,2,0,0,0,0,1,0,5,999,0,0,-1.8,93.075,-47.1,1.405,1,29782,1
6993,40,4,1,5,0,0,0,1,3,3,3,999,0,0,1.1,93.994,-36.4,4.86,1,7098,1
3929,46,1,1,4,0,0,0,1,3,0,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4005,1
5732,31,0,0,0,0,1,0,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.857,1,5827,1
8919,45,1,1,0,0,0,0,1,5,3,2,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,9049,1
12061,37,3,1,2,0,1,0,1,2,3,1,999,0,0,1.4,93.918,-42.7,4.966,1,12240,1
28417,48,4,2,5,0,1,0,0,1,0,2,999,0,0,-1.8,93.075,-47.1,1.405,1,29961,1
13840,53,8,1,4,0,0,1,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.963,1,14038,1
5526,50,3,1,3,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,5620,1
11399,44,0,2,0,0,0,0,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.959,1,11569,1
22914,41,10,2,1,0,1,0,0,4,2,3,999,0,0,1.4,93.444,-36.1,4.965,1,23180,1
22689,41,2,2,0,0,1,0,0,4,0,3,999,0,0,1.4,93.444,-36.1,4.965,1,22952,1
18047,39,4,1,5,0,0,0,0,2,1,4,999,0,0,1.4,93.918,-42.7,4.963,0,18280,1
25504,53,8,1,0,0,1,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26222,1
11126,40,7,1,1,0,1,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.961,1,11291,1
5823,40,3,1,5,0,0,1,1,3,2,2,999,0,0,1.1,93.994,-36.4,4.857,1,5919,1
12149,35,3,1,3,0,1,0,1,2,4,1,999,0,0,1.4,93.918,-42.7,4.959,1,12329,1
14715,47,3,0,4,0,1,0,0,2,1,2,999,0,0,1.4,93.918,-42.7,4.957,1,14918,1
18818,41,2,0,1,0,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.968,1,19054,1
5105,35,2,1,1,0,1,1,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.857,1,5193,1
24652,56,4,2,2,0,1,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,25147,1
17725,30,0,2,0,0,1,0,1,2,2,9,999,0,0,1.4,93.918,-42.7,4.961,1,17956,1
35490,71,7,1,3,0,0,0,0,1,0,3,999,0,0,-1.8,93.749,-34.6,0.645,1,39522,1
28579,18,6,0,3,0,0,0,0,1,3,1,999,0,0,-1.8,93.075,-47.1,1.365,1,30142,1
17881,35,0,1,5,0,0,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.963,0,18114,1
16111,26,3,0,4,0,1,0,0,2,2,2,999,0,0,1.4,93.918,-42.7,4.961,1,16320,1
19093,51,0,0,0,0,1,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.967,1,19332,1
1723,24,4,0,5,0,0,1,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.855,1,1759,1
10177,42,2,1,0,0,1,0,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.96,1,10328,1
30177,30,4,0,5,0,0,0,0,3,4,2,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32367,1
25905,37,3,1,3,0,1,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26699,1
22893,57,7,1,4,0,1,1,0,4,2,4,999,0,0,1.4,93.444,-36.1,4.965,0,23158,1
20043,29,2,0,1,0,0,0,0,4,0,3,999,0,0,1.4,93.444,-36.1,4.965,1,20288,1
12923,28,2,2,0,0,0,0,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.962,1,13115,1
11429,28,0,0,0,0,1,0,1,5,4,14,999,0,0,1.4,94.465,-41.8,4.959,1,11600,1
33355,26,1,0,0,0,1,0,0,5,4,2,999,0,0,-2.9,92.963,-40.8,1.268,1,36774,1
13796,42,2,2,0,0,1,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.963,1,13994,1
2086,57,7,0,5,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,2132,1
21447,55,7,1,5,0,1,1,0,4,2,5,999,0,0,1.4,93.444,-36.1,4.963,1,21703,1
22339,52,0,1,0,0,0,0,0,4,4,2,999,0,0,1.4,93.444,-36.1,4.964,1,22601,1
36236,33,8,1,0,0,0,0,1,4,3,1,6,2,1,-1.7,94.027,-38.3,0.899,0,40490,1
9388,30,3,0,3,0,0,1,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.961,1,9532,1
5694,43,2,1,4,0,0,0,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.857,1,5789,1
3773,45,8,1,0,0,0,0,1,3,4,3,999,0,0,1.1,93.994,-36.4,4.859,1,3847,1
15417,48,4,2,5,0,1,0,0,2,0,2,999,0,0,1.4,93.918,-42.7,4.96,1,15623,1
23035,44,2,1,1,0,1,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.964,1,23303,1
460,43,8,1,1,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,471,1
10009,43,5,1,5,0,0,0,1,5,3,6,999,0,0,1.4,94.465,-41.8,4.958,0,10157,1
15800,30,0,0,5,0,1,0,0,2,2,7,999,0,0,1.4,93.918,-42.7,4.961,1,16008,1
9485,33,10,0,5,0,1,0,1,5,0,3,999,0,0,1.4,94.465,-41.8,4.961,1,9629,1
26247,30,0,0,0,0,1,0,0,8,4,2,999,0,0,-0.1,93.2,-42.0,4.021,1,27113,1
12877,28,2,0,1,0,1,0,0,2,2,3,999,0,0,1.4,93.918,-42.7,4.962,1,13068,1
30958,28,6,0,0,0,1,0,0,3,2,2,999,0,0,-1.8,92.893,-46.2,1.291,1,33538,1
11058,37,2,0,5,0,0,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.961,1,11222,1
30562,37,0,0,0,0,1,0,1,3,0,5,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,32962,1
21380,49,0,1,5,0,0,0,0,4,2,13,999,0,0,1.4,93.444,-36.1,4.963,1,21635,1
3848,46,0,1,5,0,1,1,1,3,0,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,3923,1
27638,33,8,1,4,0,0,1,0,1,4,2,999,0,0,-1.8,93.075,-47.1,1.405,1,28882,1
9814,51,10,1,5,0,1,0,1,5,1,2,999,0,0,1.4,94.465,-41.8,4.959,1,9960,1
1735,34,2,1,1,0,1,1,1,3,4,3,999,0,0,1.1,93.994,-36.4,4.855,1,1771,1
34472,82,7,1,0,0,1,0,0,0,2,1,999,0,0,-3.4,92.431,-26.9,0.7440000000000001,0,38184,1
33146,29,4,0,5,0,0,0,0,5,1,6,3,1,1,-2.9,92.963,-40.8,1.26,1,36533,1
2713,49,3,1,2,0,1,1,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.859,1,2772,1
6861,45,0,1,4,0,1,1,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.86,1,6963,1
21062,42,8,1,0,0,1,0,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.963,1,21315,1
443,48,0,1,0,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,453,1
640,43,4,1,5,0,0,1,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,662,1
14213,28,3,0,3,0,1,0,1,2,2,3,999,0,0,1.4,93.918,-42.7,4.961,1,14412,1
2083,57,7,0,5,0,1,1,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,2129,1
5602,57,8,2,0,0,0,0,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.857,1,5697,1
12851,33,4,1,5,0,1,0,0,2,2,2,999,0,0,1.4,93.918,-42.7,4.962,1,13042,1
8292,31,9,1,0,0,0,1,1,5,2,3,999,0,0,1.4,94.465,-41.8,4.864,1,8413,1
31405,34,3,1,4,0,1,0,0,3,1,2,999,0,0,-1.8,92.893,-46.2,1.281,1,34215,1
34923,43,8,1,5,0,0,0,0,8,3,1,999,0,0,-3.4,92.649,-30.1,0.7140000000000001,0,38768,1
35717,35,2,0,1,0,1,0,0,5,2,1,6,2,1,-1.7,94.055,-39.8,0.713,0,39820,1
12897,31,0,0,1,0,0,0,0,2,2,1,999,0,0,1.4,93.918,-42.7,4.962,1,13088,1
31659,32,3,0,5,0,1,0,0,3,3,1,999,0,0,-1.8,92.893,-46.2,1.266,1,34578,1
4460,36,4,1,5,0,0,0,1,3,2,2,999,0,0,1.1,93.994,-36.4,4.856,1,4543,1
2279,40,2,2,0,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.856,1,2331,1
7939,30,2,1,1,0,1,0,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.865,1,8058,1
20896,32,0,1,0,0,1,1,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.963,1,21149,1
30989,34,4,1,5,0,0,1,0,3,2,5,999,0,0,-1.8,92.893,-46.2,1.291,1,33585,1
3293,44,3,1,3,0,0,1,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.86,1,3361,1
31872,28,3,0,2,0,1,0,0,3,4,8,999,0,0,-1.8,92.893,-46.2,1.25,1,34868,1
13829,36,3,0,5,0,0,0,1,2,4,2,999,0,0,1.4,93.918,-42.7,4.963,1,14027,1
11817,39,3,1,3,0,0,0,1,5,1,4,999,0,0,1.4,94.465,-41.8,4.958,1,11994,1
21799,34,0,0,0,0,1,0,0,4,1,3,999,0,0,1.4,93.444,-36.1,4.964,1,22056,1
27339,48,3,0,4,0,1,0,0,1,2,1,999,0,0,-1.8,93.075,-47.1,1.423,1,28475,1
5517,50,4,1,5,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,5611,1
19443,56,2,1,1,0,1,0,0,4,3,3,999,0,0,1.4,93.444,-36.1,4.968,1,19686,1
6450,37,1,1,1,0,1,1,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.857,1,6549,1
25398,56,8,1,0,0,1,0,0,8,1,2,999,0,0,-0.1,93.2,-42.0,4.12,1,26101,1
5131,28,3,0,4,0,0,1,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.857,1,5220,1
16601,49,3,1,4,0,0,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.962,1,16813,1
127,41,2,1,1,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,131,1
1545,32,3,1,4,0,0,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.855,1,1579,1
34925,25,0,1,5,0,1,0,0,8,3,1,999,0,0,-3.4,92.649,-30.1,0.7140000000000001,1,38771,1
29,46,0,1,0,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,30,1
5379,46,0,0,0,0,0,1,1,3,4,4,999,0,0,1.1,93.994,-36.4,4.857,1,5471,1
19798,36,8,1,0,0,1,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.965,1,20043,1
25626,38,8,1,1,0,1,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26369,1
22864,37,9,1,3,0,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.965,1,23129,1
14352,40,0,1,0,0,1,0,0,2,2,1,999,0,0,1.4,93.918,-42.7,4.961,1,14552,1
13866,26,3,0,4,0,1,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.963,1,14064,1
35994,60,0,1,0,0,0,0,0,2,4,1,6,2,1,-1.7,94.215,-40.3,0.861,0,40177,1
10554,46,4,1,1,0,0,0,1,5,2,3,999,0,0,1.4,94.465,-41.8,4.961,1,10711,1
25227,42,10,2,5,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,1,25884,1
8947,50,3,1,3,0,0,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,9077,1
20279,50,0,1,0,0,1,0,0,4,2,8,999,0,0,1.4,93.444,-36.1,4.966,1,20525,1
8255,40,2,1,1,0,0,0,1,5,2,2,999,0,0,1.4,94.465,-41.8,4.864,1,8376,1
32999,46,10,1,4,0,1,0,0,5,2,1,999,0,0,-2.9,92.963,-40.8,1.262,1,36345,1
5435,42,5,1,2,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,5527,1
55,50,8,1,0,0,0,1,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,56,1
8812,26,3,0,4,0,1,0,1,5,3,2,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,8939,1
10824,42,8,1,0,0,0,0,1,5,1,2,999,0,0,1.4,94.465,-41.8,4.962,1,10984,1
5345,49,4,2,5,0,0,1,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.857,1,5437,1
10375,50,4,0,3,0,1,0,1,5,2,2,999,0,0,1.4,94.465,-41.8,4.961,1,10530,1
31046,29,3,2,4,0,1,1,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.281,1,33681,1
1786,27,0,0,5,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.855,1,1823,1
23908,51,3,1,5,0,0,1,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24204,1
21894,30,0,0,0,0,1,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.963,1,22152,1
9035,36,4,1,5,0,0,0,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.967,1,9166,1
12674,46,4,1,4,0,0,0,0,2,2,2,999,0,0,1.4,93.918,-42.7,4.962,1,12861,1
9322,38,4,1,4,0,0,0,1,5,4,1,999,0,0,1.4,94.465,-41.8,4.967,1,9464,1
20582,33,8,1,0,0,0,0,0,4,1,4,999,0,0,1.4,93.444,-36.1,4.965,1,20831,1
11756,45,3,1,4,0,0,0,1,5,4,3,999,0,0,1.4,94.465,-41.8,4.959,0,11931,1
1676,60,8,1,0,0,0,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.855,1,1712,1
35973,52,2,1,2,0,1,0,0,2,3,1,3,1,1,-1.7,94.215,-40.3,0.846,0,40153,1
35043,58,1,1,0,0,0,0,0,8,1,1,999,0,0,-3.4,92.649,-30.1,0.716,1,38919,1
9356,50,3,0,4,0,0,0,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.961,1,9498,1
7220,38,3,1,5,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.864,1,7327,1
24190,48,2,1,1,0,1,0,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24548,1
85,49,2,1,4,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,0,88,1
5904,42,3,1,2,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,6000,1
19792,44,3,1,2,0,0,0,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.965,1,20037,1
17403,36,2,1,1,0,0,0,0,2,0,4,999,0,0,1.4,93.918,-42.7,4.962,1,17627,1
13552,44,3,1,4,0,1,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.963,1,13748,1
3561,33,4,1,5,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.859,1,3632,1
6573,52,4,1,3,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.857,1,6674,1
9992,33,8,0,0,0,1,0,1,5,3,3,999,0,0,1.4,94.465,-41.8,4.958,1,10140,1
3179,27,4,0,5,0,0,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,1,3245,1
10131,34,3,1,4,0,0,0,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.96,1,10282,1
17662,31,3,1,5,0,1,0,0,2,2,7,999,0,0,1.4,93.918,-42.7,4.961,1,17892,1
20450,34,0,0,0,0,1,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.965,1,20698,1
22453,51,4,1,3,0,0,1,0,4,4,3,999,0,0,1.4,93.444,-36.1,4.964,1,22715,1
6038,34,5,0,1,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,6134,1
8618,51,0,1,5,0,0,1,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,8742,1
34816,37,0,2,5,0,1,1,1,8,0,5,999,0,0,-3.4,92.649,-30.1,0.722,1,38624,1
4511,55,4,2,3,0,1,0,1,3,2,2,999,0,0,1.1,93.994,-36.4,4.856,1,4594,1
12787,42,3,1,4,0,0,0,0,2,2,3,999,0,0,1.4,93.918,-42.7,4.962,1,12976,1
28240,38,1,1,0,0,1,0,0,1,0,3,999,0,0,-1.8,93.075,-47.1,1.405,1,29717,1
25528,31,4,1,5,0,0,1,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26251,1
6680,51,3,2,3,0,1,0,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.857,1,6781,1
32299,54,3,1,3,0,0,0,0,3,0,1,999,0,0,-1.8,92.893,-46.2,1.244,1,35485,1
14778,32,0,0,4,0,0,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.958,1,14981,1
24815,58,8,1,0,0,1,0,0,8,2,2,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,25356,1
3310,58,7,2,0,0,1,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,1,3378,1
26366,54,7,2,0,0,0,0,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.021,1,27263,1
27894,48,10,1,5,0,1,0,0,1,4,3,999,0,0,-1.8,93.075,-47.1,1.405,1,29252,1
18477,38,0,1,2,0,0,0,0,2,3,25,999,0,0,1.4,93.918,-42.7,4.968,1,18711,1
12105,46,3,1,4,0,0,0,1,2,3,4,999,0,0,1.4,93.918,-42.7,4.966,1,12285,1
6789,29,0,0,4,0,0,0,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.86,1,6891,1
25959,35,10,1,3,0,0,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26766,1
22075,59,4,1,3,0,0,0,0,4,3,7,999,0,0,1.4,93.444,-36.1,4.963,1,22334,1
32111,29,3,0,4,0,1,0,0,3,4,2,12,1,1,-1.8,92.893,-46.2,1.25,1,35218,1
23873,36,10,2,5,0,0,0,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24162,1
31708,31,2,0,4,0,1,0,0,3,3,1,11,1,1,-1.8,92.893,-46.2,1.266,0,34648,1
1018,39,3,1,2,0,0,0,1,3,1,6,999,0,0,1.1,93.994,-36.4,4.856,1,1048,1
16796,57,10,1,0,0,1,0,0,2,3,4,999,0,0,1.4,93.918,-42.7,4.962,1,17012,1
30148,39,3,1,5,0,1,0,1,3,4,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32318,1
28535,28,3,0,4,0,0,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.392,1,30094,1
7632,40,1,1,3,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.864,1,7749,1
24590,53,8,1,0,0,0,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,25068,1
32614,28,2,0,1,0,0,0,0,3,4,1,3,1,1,-1.8,92.893,-46.2,1.259,0,35883,1
1409,35,4,1,4,0,1,1,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.855,1,1443,1
18052,28,4,1,5,0,1,1,1,2,1,8,999,0,0,1.4,93.918,-42.7,4.963,1,18285,1
20810,35,0,0,0,0,0,1,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.964,1,21062,1
25582,29,4,1,5,0,1,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26313,1
28632,30,0,0,0,0,0,0,0,1,3,1,999,0,0,-1.8,93.075,-47.1,1.365,0,30198,1
2395,33,1,2,4,0,1,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.856,1,2447,1
35029,35,8,1,0,0,0,0,0,8,2,3,7,3,2,-3.4,92.649,-30.1,0.716,1,38904,1
28229,34,0,1,4,0,1,0,0,1,0,4,999,0,0,-1.8,93.075,-47.1,1.405,1,29700,1
20315,33,0,0,0,0,1,0,0,4,2,4,999,0,0,1.4,93.444,-36.1,4.966,1,20561,1
18380,39,8,2,4,0,1,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.968,1,18614,1
22161,53,2,1,1,0,0,0,0,4,4,1,999,0,0,1.4,93.444,-36.1,4.964,1,22422,1
3469,39,2,1,1,0,1,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.859,1,3537,1
28552,38,0,2,0,0,1,0,0,1,2,2,999,0,0,-1.8,93.075,-47.1,1.384,0,30112,1
3333,50,3,1,2,0,0,0,1,3,3,3,999,0,0,1.1,93.994,-36.4,4.86,1,3401,1
30384,27,0,0,0,0,0,0,0,3,0,1,1,1,1,-1.8,92.893,-46.2,1.2990000000000002,1,32690,1
25342,36,5,0,0,0,0,0,0,8,1,2,999,0,0,-0.1,93.2,-42.0,4.12,0,26029,1
14425,57,3,2,2,0,1,1,0,2,2,6,999,0,0,1.4,93.918,-42.7,4.961,1,14626,1
